v0, k0, x, y, yaw, km, kf, sf
0.6,0,4.5583,3.5431,0.848,0.2786,-0.4056,6.3798
0.6,0,4.8486,3.58,0.8485,0.2621,-0.3515,6.5461
0.6,0,4.9768,3.579,0.7837,0.2546,-0.405,6.6408
0.6,0,5.1856,3.5826,0.7903,0.2373,-0.2914,6.7938
0.6,0,5.3976,3.5571,0.8573,0.2239,-0.2524,6.9704
0.6,0,5.5395,3.5352,0.7959,0.2152,-0.3003,7.0924
0.6,0,5.7534,3.517,0.8068,0.2013,-0.2076,7.2724
0.6,0,5.9934,3.5671,0.8444,0.1917,-0.1775,7.4133
0.6,0,-2.0113,3.732,0.8407,0.5224,-2.1051,10.4479
0.6,0,-1.8113,3.7714,0.7747,0.5441,-2.3132,9.8353
0.6,0,-1.5592,3.8333,0.8111,0.5715,-2.6371,9.0725
0.6,0,-1.4433,3.7969,0.8651,0.5869,-2.7726,8.5908
0.6,0,-1.2142,3.7621,0.833,0.6082,-3.2318,7.9882
0.6,0,-0.9712,3.8532,0.7978,0.6337,-3.6567,7.479
0.6,0,-0.7918,3.8695,0.8442,0.6633,-3.7007,7.0773
0.6,0,-0.5885,3.8043,0.8677,0.747,-4.624,6.4979
0.6,0,-0.4218,3.8027,0.8645,0.779,-5.3773,6.1831
0.6,0,-0.1957,3.8204,0.8706,0.7734,-4.7077,5.9987
0.6,0,0.2342,3.8076,0.8675,0.7332,-3.7815,5.7093
0.6,0,0.4047,3.8055,0.858,0.7083,-3.5517,5.6428
0.6,0,0.5958,3.7585,0.8692,0.7064,-3.0374,5.4561
0.6,0,0.7982,3.7899,0.8598,0.6741,-2.5931,5.4405
0.6,0,1.0079,3.8254,0.8055,0.6515,-2.4274,5.4252
0.6,0,1.2071,3.7995,0.7841,0.6363,-2.2889,5.3685
0.6,0,1.5674,3.8143,0.8684,0.6016,-1.6011,5.3387
0.6,0,1.7567,3.7498,0.8547,0.5763,-1.5767,5.3516
0.6,0,2.0012,3.7916,0.7947,0.5519,-1.4017,5.3753
0.6,0,2.1652,3.7653,0.8433,0.5309,-1.2028,5.375
0.6,0,2.4293,3.8421,0.7888,0.4997,-1.1001,5.4938
0.6,0,2.5833,3.8039,0.8051,0.4747,-1.0706,5.6448
0.6,0,2.8599,3.8596,0.7463,0.4554,-0.9228,5.5825
0.6,0,3.0121,3.8717,0.8123,0.4277,-0.8881,5.7596
0.6,0,3.1761,3.8841,0.7893,0.409,-0.8238,5.8208
0.6,0,3.4331,3.85,0.7585,0.3887,-0.7308,5.8635
0.6,0,3.6072,3.8412,0.7645,0.3685,-0.6753,5.9702
0.6,0,3.8507,3.856,0.8408,0.3455,-0.6294,6.1633
0.6,0,3.9953,3.8521,0.8413,0.3301,-0.5804,6.2546
0.6,0,4.1441,3.8422,0.8423,0.3146,-0.5313,6.3458
0.6,0,4.3995,3.8355,0.8653,0.2971,-0.4655,6.4798
0.6,0,4.5797,3.8077,0.8,0.283,-0.4332,6.5823
0.6,0,4.8053,3.8132,0.803,0.2671,-0.3932,6.7425
0.6,0,4.9804,3.8426,0.8554,0.2549,-0.3501,6.8647
0.6,0,5.1663,3.7926,0.8027,0.2422,-0.3251,6.9906
0.6,0,5.4093,3.8494,0.8567,0.2291,-0.2883,7.1882
0.6,0,5.5786,3.8073,0.8004,0.2184,-0.2681,7.3084
0.6,0,5.8008,3.7725,0.8573,0.2067,-0.2183,7.3667
0.6,0,5.9706,3.8098,0.8503,0.1977,-0.2035,7.5529
0.6,0,-1.9801,3.9516,0.7985,0.5101,-1.9421,10.6431
0.6,0,-1.8296,3.9401,0.8265,0.5289,-2.2975,10.0278
0.6,0,-1.5337,4.0062,0.791,0.5419,-2.4996,9.457
0.6,0,-1.4068,3.9806,0.7876,0.5683,-2.5344,8.8894
0.6,0,-1.2032,3.9414,0.8216,0.5869,-2.8101,8.3054
0.6,0,-1.0216,3.9663,0.8424,0.5954,-3.0248,7.9435
0.6,0,-0.8485,3.987,0.8484,0.6106,-3.0439,7.5556
0.6,0,-0.5669,4.0059,0.8649,0.6245,-3.2476,7.1398
0.6,0,-0.4169,4.002,0.8612,0.6444,-3.1878,6.8311
0.6,0,-0.1414,4.0139,0.7971,0.6623,-3.378,6.4926
0.6,0,0.1744,3.9604,0.8663,0.6597,-3.0862,6.1433
0.6,0,0.4,4.0017,0.8629,0.6588,-2.7233,5.989
0.6,0,0.5727,4.0141,0.8557,0.6459,-2.5357,5.9081
0.6,0,0.7572,3.9702,0.8566,0.6404,-2.4006,5.7853
0.6,0,1.013,4.0273,0.8351,0.6248,-2.0992,5.7456
0.6,0,1.1489,3.9988,0.8435,0.6179,-1.9593,5.6622
0.6,0,1.3178,3.9652,0.7987,0.6015,-1.9584,5.6347
0.6,0,1.5622,3.9787,0.8583,0.585,-1.668,5.5633
0.6,0,1.7903,3.9775,0.856,0.559,-1.407,5.6009
0.6,0,1.9686,3.9658,0.8491,0.5361,-1.3277,5.6434
0.6,0,2.1647,4.0068,0.8321,0.5142,-1.1936,5.687
0.6,0,2.4401,4.0245,0.8377,0.4885,-1.0484,5.7294
0.6,0,2.5794,3.9947,0.8348,0.4701,-1.0329,5.7486
0.6,0,2.8419,3.9892,0.8481,0.4426,-0.9405,5.8819
0.6,0,3.0024,4.0054,0.8762,0.4221,-0.8211,5.9504
0.6,0,3.1442,4.0309,0.8431,0.4081,-0.7728,5.9963
0.6,0,3.4166,3.9926,0.8456,0.3837,-0.7532,6.1212
0.6,0,3.5751,3.997,0.8374,0.3666,-0.6964,6.1988
0.6,0,3.8578,4.0102,0.8267,0.3466,-0.6402,6.3216
0.6,0,4.0072,4.0068,0.8284,0.3312,-0.5911,6.4129
0.6,0,4.1611,3.9971,0.8306,0.3157,-0.5421,6.5042
0.6,0,4.4149,3.998,0.8507,0.2995,-0.4807,6.6276
0.6,0,4.5576,3.9854,0.8543,0.2861,-0.442,6.7283
0.6,0,4.8164,3.9679,0.8687,0.27,-0.4011,6.8926
0.6,0,5.004,4.0124,0.839,0.2583,-0.3689,7.0023
0.6,0,5.144,3.9899,0.845,0.2465,-0.3367,7.112
0.6,0,5.4373,4.0248,0.8405,0.233,-0.3084,7.3169
0.6,0,5.5705,4.0005,0.8464,0.2228,-0.2819,7.4336
0.6,0,5.8273,3.9567,0.8487,0.2108,-0.2473,7.5484
0.6,0,5.9988,3.9951,0.8407,0.2017,-0.2325,7.7346
0.6,0,-2.0584,-4.0234,1.5389,-0.2663,1.5167,20.3871
0.6,0,-1.7831,-3.9527,1.5963,-0.2701,1.6731,19.5579
0.6,0,-1.637,-4.0408,1.527,-0.2765,1.7154,18.9778
0.6,0,-1.4399,-4.0312,1.5295,-0.2804,1.8478,18.284
0.6,0,-1.1891,-3.9458,1.6059,-0.2848,2.024,17.4441
0.6,0,-0.9688,-3.9362,1.554,-0.2884,2.2373,16.6226
0.6,0,-0.8237,-3.9363,1.5693,-0.2905,2.3777,16.0145
0.6,0,-0.5527,-3.9431,1.5833,-0.2856,2.6986,15.2704
0.6,0,-0.3982,-3.9076,1.5791,-0.2838,2.8879,14.7275
0.6,0,-0.2422,-3.978,1.5223,-0.2794,3.1818,14.0962
0.6,0,0.257,-3.9546,1.5198,-0.2647,3.9225,12.6266
0.6,0,0.4398,-3.9947,1.4693,-0.2339,4.4522,12.1066
0.6,0,0.5861,-3.9372,1.5971,-0.207,4.7362,11.9579
0.6,0,0.8314,-3.9214,1.6012,-0.1769,5.2304,11.4072
0.6,0,0.9759,-3.9839,1.578,-0.1514,5.5363,11.1324
0.6,0,1.1548,-3.9632,1.5926,-0.1738,5.3912,10.8388
0.6,0,1.3218,-3.9967,1.5282,-0.1165,6.0904,10.3851
0.6,0,1.5722,-4.0254,1.5212,-0.0806,6.3984,10.1535
0.6,0,1.7772,-4.0184,1.5272,-0.0778,6.3668,9.9068
0.6,0,1.9635,-4.0337,1.501,-0.0751,6.4501,9.6286
0.6,0,2.123,-3.9602,1.5128,-0.0283,6.8784,9.4754
0.6,0,2.3335,-3.9578,1.5413,-0.0534,6.5279,9.3058
0.6,0,2.5739,-4.0099,1.5322,-0.0636,6.1752,9.2913
0.6,0,2.7824,-4.004,1.5428,-0.0749,5.9182,9.1983
0.6,0,2.925,-3.9878,1.5732,-0.1056,5.4791,9.0705
0.6,0,3.2025,-4.0303,1.5159,-0.108,5.2941,8.9082
0.6,0,3.4058,-3.9952,1.582,-0.1252,4.7717,9.2161
0.6,0,3.6054,-3.9784,1.6001,-0.1392,4.4404,9.1927
0.6,0,3.7663,-3.9676,1.4797,-0.1501,4.3825,8.7858
0.6,0,3.9693,-4.0455,1.4959,-0.1738,3.7995,8.9621
0.6,0,4.1362,-3.9747,1.5305,-0.1628,3.7943,8.9498
0.6,0,4.335,-3.9606,1.5601,-0.1706,3.4984,9.0002
0.6,0,4.5387,-4.0051,1.5171,-0.1786,3.213,9.0289
0.6,0,4.7534,-4.016,1.4874,-0.1906,2.8577,9.0711
0.6,0,4.9365,-3.9585,1.5664,-0.1711,2.8653,9.2423
0.6,0,5.1628,-4.045,1.4842,-0.1913,2.4717,9.1913
0.6,0,5.4377,-4.0488,1.5069,-0.1771,2.3079,9.4353
0.6,0,5.5108,-3.9881,1.5263,-0.1823,2.2515,9.3425
0.6,0,5.7835,-4.019,1.5277,-0.1765,2.0853,9.531
0.6,0,5.9308,-3.9677,1.5596,-0.1751,1.9797,9.5656
0.6,0,-2.0372,-3.8163,1.5459,-0.2682,1.5227,20.4406
0.6,0,-1.8468,-3.8445,1.5175,-0.2749,1.6141,19.6569
0.6,0,-1.6542,-3.814,1.5324,-0.281,1.7251,18.9026
0.6,0,-1.4093,-3.8195,1.5502,-0.2837,1.9292,18.0572
0.6,0,-1.1476,-3.7439,1.6143,-0.2852,2.1414,17.2539
0.6,0,-0.9424,-3.742,1.5122,-0.2875,2.3774,16.4586
0.6,0,-0.8435,-3.7562,1.6012,-0.2898,2.4653,16.0227
0.6,0,-0.5361,-3.775,1.5418,-0.2881,2.8644,14.9626
0.6,0,-0.263,-3.7502,1.574,-0.2746,3.3937,13.9427
0.6,0,0.231,-3.8203,1.4846,-0.2465,4.3315,12.424
0.6,0,0.4558,-3.7965,1.489,-0.2008,5.0724,11.7861
0.6,0,0.5773,-3.7473,1.595,-0.1792,5.3192,11.596
0.6,0,0.8669,-3.7725,1.5304,-0.1287,6.146,10.8505
0.6,0,1.0579,-3.7508,1.5352,-0.0728,6.7781,10.531
0.6,0,1.1792,-3.7042,1.5568,-0.0047,7.4671,10.3254
0.6,0,1.3602,-3.7825,1.5496,-0.0133,7.3937,10.0592
0.6,0,1.5752,-3.8874,1.529,-0.0459,7.0279,9.8086
0.6,0,1.7659,-3.8759,1.5316,-0.0337,6.9564,9.8083
0.6,0,1.9148,-3.8362,1.5269,0.0016,7.4889,9.3462
0.6,0,2.1499,-3.7669,1.5303,0.0208,7.5166,9.175
0.6,0,2.318,-3.7683,1.5147,0.0263,7.617,8.9108
0.6,0,2.5265,-3.7739,1.5254,0.0114,7.2965,8.8343
0.6,0,2.7184,-3.7786,1.525,-0.0071,6.9346,8.7701
0.6,0,3.0808,-3.8551,1.5509,-0.0534,6.0999,8.8236
0.6,0,3.1633,-3.8224,1.5166,-0.0541,5.976,8.7587
0.6,0,3.314,-3.8098,1.5331,-0.0795,5.6144,8.6882
0.6,0,3.5397,-3.7404,1.5501,-0.09,5.3096,8.6149
0.6,0,3.738,-3.837,1.4923,-0.1268,4.7089,8.6244
0.6,0,3.9429,-3.7959,1.5439,-0.1395,4.3438,8.6648
0.6,0,4.1303,-3.7956,1.5004,-0.1555,4.0142,8.5963
0.6,0,4.3542,-3.7885,1.5549,-0.1621,3.6592,8.7364
0.6,0,4.5188,-3.7853,1.54,-0.1674,3.4156,8.7644
0.6,0,4.7885,-3.8399,1.5106,-0.1741,3.0079,8.8861
0.6,0,4.9471,-3.7897,1.5511,-0.1765,2.8749,8.9121
0.6,0,5.1578,-3.7945,1.5497,-0.1793,2.6401,8.9831
0.6,0,5.3481,-3.8078,1.5439,-0.1802,2.4447,9.0614
0.6,0,5.5395,-3.7774,1.5583,-0.1749,2.3154,9.1705
0.6,0,5.8181,-3.8116,1.4749,-0.1805,2.0483,9.1582
0.6,0,5.9592,-3.86,1.4923,-0.1735,1.9102,9.3932
0.6,0,-2.0316,-3.6267,1.561,-0.2688,1.5516,20.4706
0.6,0,-1.8494,-3.5344,1.5243,-0.2765,1.6495,19.7043
0.6,0,-1.6404,-3.6006,1.5744,-0.2812,1.7617,18.9834
0.6,0,-1.4248,-3.5789,1.5516,-0.2865,1.9465,18.0732
0.6,0,-1.1898,-3.5367,1.6239,-0.2857,2.1844,17.317
0.6,0,-1.0039,-3.5492,1.611,-0.2883,2.3772,16.5981
0.6,0,-0.836,-3.5612,1.5235,-0.2929,2.6128,15.7674
0.6,0,-0.6428,-3.5355,1.5375,-0.2787,2.9642,15.2898
0.6,0,-0.4653,-3.5894,1.4923,-0.2808,3.2582,14.4332
0.6,0,-0.2077,-3.5796,1.5749,-0.2647,3.7468,13.5913
0.6,0,1.0367,-3.6399,1.4886,0.0329,8.0664,10.2896
0.6,0,1.1371,-3.5816,1.5587,0.0858,8.5446,10.1903
0.6,0,1.3894,-3.6095,1.5422,0.1033,8.8188,9.67
0.6,0,2.4645,-3.5728,1.4968,0.0521,8.116,8.5068
0.6,0,2.5685,-3.5797,1.4808,0.0553,8.1273,8.4304
0.6,0,2.7516,-3.5349,1.5332,0.0648,7.9228,8.3554
0.6,0,3.0047,-3.5805,1.5909,0.0351,7.2368,8.4879
0.6,0,3.1878,-3.5228,1.5766,0.0279,6.995,8.4006
0.6,0,3.4046,-3.5576,1.6258,-0.0502,5.8278,8.6319
0.6,0,3.563,-3.5241,1.583,-0.0827,5.4865,8.3697
0.6,0,3.7844,-3.5102,1.5854,-0.0741,5.2717,8.439
0.6,0,3.9813,-3.6214,1.5439,-0.1239,4.5894,8.3939
0.6,0,4.1703,-3.583,1.5521,-0.1538,4.0326,8.4498
0.6,0,4.3506,-3.5394,1.5241,-0.1373,4.0284,8.401
0.6,0,4.5496,-3.5824,1.5451,-0.139,3.7009,8.6149
0.6,0,4.8106,-3.5848,1.5774,-0.1642,3.0945,8.6966
0.6,0,4.9478,-3.6491,1.5191,-0.1738,2.9222,8.6915
0.6,0,5.1577,-3.5923,1.511,-0.1742,2.6955,8.7522
0.6,0,5.3848,-3.6358,1.5158,-0.1737,2.4805,8.8827
0.6,0,5.5302,-3.5668,1.558,-0.1716,2.3679,8.9118
0.6,0,5.7197,-3.5701,1.5875,-0.1684,2.2233,9.0598
0.6,0,5.9848,-3.5603,1.6018,-0.1672,1.9744,9.2182
0.6,0,-2.031,-3.4672,1.5042,-0.2727,1.5664,20.3723
0.6,0,-1.8553,-3.4454,1.5053,-0.2793,1.6511,19.6633
0.6,0,-1.6003,-3.3622,1.5916,-0.2827,1.8147,18.9028
0.6,0,-1.4284,-3.361,1.5646,-0.2869,2.0015,18.0944
0.6,0,-1.2134,-3.3606,1.6044,-0.2903,2.2045,17.2554
0.6,0,-0.9809,-3.3283,1.5872,-0.291,2.5049,16.3689
0.6,0,-0.8542,-3.3258,1.5585,-0.2933,2.7135,15.7052
0.6,0,-0.6268,-3.339,1.5647,-0.2779,3.1332,15.0799
0.6,0,-0.4584,-3.4328,1.4979,-0.274,3.4948,14.2628
0.6,0,-0.2639,-3.4332,1.5033,-0.267,3.9196,13.4114
0.6,0,1.1163,-3.3917,1.5677,0.1885,9.9896,9.6727
0.6,0,2.0788,-3.3749,1.5997,0.3811,11.5429,8.609
0.6,0,2.2953,-3.3983,1.5759,0.3154,10.7754,8.4279
0.6,0,2.4667,-3.3457,1.5558,0.3235,10.7774,8.2299
0.6,0,2.6438,-3.4676,1.5035,0.1972,9.4186,8.1945
0.6,0,2.7461,-3.3263,1.5449,0.2196,9.578,8.046
0.6,0,2.9447,-3.3411,1.5214,0.1822,8.9917,8.0044
0.6,0,3.2025,-3.3725,1.575,0.0922,7.7603,8.126
0.6,0,3.3097,-3.3636,1.5827,0.0584,7.2732,8.1233
0.6,0,3.5346,-3.3552,1.522,0.0063,6.5725,7.9962
0.6,0,3.7171,-3.4017,1.5533,-0.0486,5.7483,8.1045
0.6,0,3.9515,-3.3725,1.5895,-0.0932,5.0027,8.1432
0.6,0,4.1639,-3.404,1.5176,-0.1149,4.5084,8.1788
0.6,0,4.3424,-3.429,1.5177,-0.1321,4.1166,8.2001
0.6,0,4.5925,-3.4359,1.5502,-0.147,3.6764,8.3202
0.6,0,4.8009,-3.4517,1.507,-0.1629,3.1809,8.3498
0.6,0,4.9064,-3.4251,1.5393,-0.1572,3.1765,8.4496
0.6,0,5.1382,-3.3443,1.6113,-0.1593,2.8941,8.5646
0.6,0,5.3866,-3.3726,1.5018,-0.166,2.5972,8.5674
0.6,0,5.5221,-3.3968,1.5336,-0.1684,2.4011,8.6813
0.6,0,5.7302,-3.4265,1.5424,-0.1673,2.2127,8.8295
0.6,0,5.9324,-3.3606,1.5193,-0.16,2.1609,8.9538
0.6,0,-2.0437,-3.2416,1.4942,-0.2734,1.5572,20.546
0.6,0,-1.8457,-3.2305,1.5085,-0.2822,1.6868,19.5666
0.6,0,-1.6194,-3.1765,1.488,-0.287,1.8472,18.8324
0.6,0,-1.4386,-3.192,1.5536,-0.2932,2.0265,17.8838
0.6,0,-1.2511,-3.2368,1.5325,-0.2949,2.2,17.271
0.6,0,-1.0264,-3.2608,1.5012,-0.2957,2.5024,16.3694
0.6,0,-0.8246,-3.2298,1.5244,-0.2913,2.8878,15.5003
0.6,0,-0.4255,-3.1632,1.5928,-0.2599,3.8864,13.9375
0.6,0,-0.2251,-3.1494,1.6312,-0.23,4.4956,13.2898
0.6,0,0.8032,-3.2517,1.5057,0.2397,10.9221,9.8298
0.6,0,0.9532,-3.1815,1.5507,0.6025,15.272,9.2198
0.6,0,1.2777,-3.2126,1.5572,1.5916,25.458,8.5053
0.6,0,1.4294,-3.2595,1.4951,3.481,41.885,8.0616
0.6,0,1.6779,-3.2271,1.5086,2.9683,37.4572,7.906
0.6,0,1.8001,-3.1195,1.6105,2.3854,31.3914,7.9762
0.6,0,2.0024,-3.1929,1.5019,1.7333,25.8182,7.7223
0.6,0,2.115,-3.1736,1.5676,0.9736,17.7325,7.9644
0.6,0,2.4055,-3.2021,1.4678,0.8073,16.0234,7.7186
0.6,0,2.5767,-3.125,1.5232,0.7033,14.5271,7.7197
0.6,0,2.7989,-3.2203,1.557,0.3592,10.9776,7.7992
0.6,0,3.0144,-3.2041,1.4874,0.2321,9.6537,7.6653
0.6,0,3.1772,-3.1879,1.5308,0.1767,8.8288,7.7068
0.6,0,3.3413,-3.1297,1.5644,0.1337,8.1691,7.7236
0.6,0,3.582,-3.2261,1.5313,0.037,6.9152,7.7935
0.6,0,3.8629,-3.235,1.5071,-0.0464,5.6161,7.7891
0.6,0,3.9032,-3.2202,1.5462,-0.0377,5.7115,7.8765
0.6,0,4.126,-3.1576,1.5932,-0.0661,5.129,7.9363
0.6,0,4.3409,-3.1997,1.5766,-0.1207,4.2818,7.9803
0.6,0,4.5456,-3.1201,1.5523,-0.1257,3.9898,7.9724
0.6,0,4.7588,-3.1724,1.4828,-0.1374,3.6135,8.0365
0.6,0,4.9268,-3.1563,1.5695,-0.1321,3.3765,8.2818
0.6,0,5.1573,-3.2108,1.5269,-0.1602,2.8845,8.2701
0.6,0,5.3573,-3.1402,1.5142,-0.1582,2.6837,8.3255
0.6,0,5.5633,-3.241,1.4851,-0.1677,2.3572,8.4768
0.6,0,5.7662,-3.2018,1.4867,-0.1537,2.3084,8.6692
0.6,0,5.9414,-3.1553,1.4974,-0.1578,2.091,8.6675
0.6,0,-2.049,-3.0331,1.5306,-0.2768,1.5859,20.4289
0.6,0,-1.8547,-3.007,1.539,-0.2793,1.7254,19.8045
0.6,0,-1.6259,-2.933,1.5944,-0.279,1.9027,19.2001
0.6,0,-1.4504,-3.0345,1.6263,-0.2867,2.0844,18.1814
0.6,0,-1.0393,-3.0561,1.4985,-0.2969,2.5738,16.3582
0.6,0,-0.8268,-3.0401,1.5148,-0.2909,2.9793,15.4942
0.6,0,-0.4042,-2.9134,1.5921,-0.2504,4.2369,13.7011
0.6,0,-0.2504,-2.9706,1.572,-0.2195,4.87,13.0344
0.6,0,0.4047,-3.0261,1.5389,0.0945,9.2844,10.6191
0.6,0,0.5279,-3.0178,1.5151,0.8985,19.4247,9.3697
0.6,0,2.1774,-3.0863,1.5271,2.3935,31.0287,7.425
0.6,0,2.3656,-3.0487,1.5584,1.4217,21.9177,7.4366
0.6,0,2.5685,-3.0148,1.5495,1.0125,17.6211,7.4768
0.6,0,2.7527,-2.9267,1.5228,0.9229,16.3083,7.3156
0.6,0,3.0197,-2.9316,1.5639,0.4795,11.9024,7.4666
0.6,0,3.1873,-2.9793,1.4689,0.3778,10.8671,7.2801
0.6,0,3.3737,-3.0442,1.486,0.1627,8.4577,7.4689
0.6,0,3.5477,-2.9406,1.5034,0.1556,8.2875,7.337
0.6,0,3.7624,-3.0049,1.5817,0.0478,6.8436,7.5904
0.6,0,3.947,-3.0117,1.5241,-0.0056,6.0716,7.5715
0.6,0,4.1674,-2.9491,1.565,-0.0412,5.332,7.728
0.6,0,4.3857,-3.0725,1.4968,-0.0893,4.611,7.7481
0.6,0,4.539,-2.9292,1.5481,-0.0969,4.3112,7.7439
0.6,0,4.7793,-3.032,1.5174,-0.1216,3.7216,7.9461
0.6,0,4.9216,-2.9869,1.5479,-0.1344,3.4098,7.9723
0.6,0,5.1365,-3.0121,1.5209,-0.1488,3.004,8.055
0.6,0,5.349,-2.9901,1.5551,-0.1512,2.7321,8.1944
0.6,0,5.5103,-3.0065,1.5413,-0.1557,2.4996,8.2746
0.6,0,5.7689,-3.0163,1.5396,-0.1499,2.2843,8.49
0.6,0,5.9438,-3.0147,1.5257,-0.1559,2.0742,8.5187
0.6,0,-2.0507,-2.8148,1.5501,-0.27,1.6067,20.9714
0.6,0,-1.8492,-2.8475,1.5125,-0.2851,1.7061,19.7175
0.6,0,-1.6156,-2.8306,1.5433,-0.2896,1.8895,18.8814
0.6,0,-1.4725,-2.8552,1.5302,-0.2937,2.0362,18.2241
0.6,0,-1.0391,-2.8457,1.5072,-0.2977,2.646,16.3527
0.6,0,-0.8428,-2.8399,1.5144,-0.2982,2.9991,15.4221
0.6,0,-0.4167,-2.7749,1.4754,-0.2373,4.561,13.5902
0.6,0,-0.2448,-2.7334,1.593,-0.1774,5.5925,12.7662
0.6,0,0.1496,-2.8305,1.493,0.0516,8.8688,10.9823
0.6,0,2.5545,-2.8586,1.5722,2.4834,30.8721,7.0053
0.6,0,2.781,-2.8443,1.4982,1.3923,20.7861,7.0044
0.6,0,2.9702,-2.7742,1.5201,0.9389,16.2716,7.0336
0.6,0,3.2401,-2.8005,1.5116,0.6004,12.677,7.2189
0.6,0,3.3632,-2.8237,1.5215,0.4258,10.9507,7.323
0.6,0,3.5162,-2.7971,1.5909,0.2714,9.3009,7.3006
0.6,0,3.7367,-2.8034,1.4961,0.1226,7.7183,7.1935
0.6,0,3.9265,-2.8054,1.5397,0.0526,6.7285,7.3177
0.6,0,4.1483,-2.8,1.5445,-0.0178,5.7017,7.3882
0.6,0,4.3195,-2.8159,1.5783,-0.0567,5.0476,7.5113
0.6,0,4.5167,-2.7757,1.5989,-0.0806,4.5077,7.6011
0.6,0,4.7507,-2.8506,1.5073,-0.1091,3.884,7.6899
0.6,0,4.9882,-2.805,1.5508,-0.134,3.3504,7.7614
0.6,0,5.1583,-2.7955,1.5495,-0.1379,3.0705,7.8749
0.6,0,5.3874,-2.8017,1.5608,-0.1458,2.7295,8.0085
0.6,0,5.5389,-2.7946,1.559,-0.1471,2.525,8.1075
0.6,0,5.7574,-2.8511,1.5014,-0.1523,2.2459,8.2116
0.6,0,5.9816,-2.8289,1.5198,-0.1523,2.0347,8.3669
0.6,0,-2.0115,-2.5311,1.6252,-0.2751,1.6249,20.7762
0.6,0,-1.7835,-2.5495,1.6228,-0.2827,1.7663,19.8406
0.6,0,-1.5827,-2.5218,1.593,-0.2883,1.9506,19.001
0.6,0,-1.4272,-2.5331,1.5694,-0.2927,2.1323,18.237
0.6,0,-1.0202,-2.5978,1.543,-0.3022,2.7093,16.2693
0.6,0,-0.8466,-2.5559,1.5117,-0.299,3.1235,15.3935
0.6,0,-0.4456,-2.6221,1.4936,-0.2324,4.8021,13.4156
0.6,0,-0.2476,-2.6043,1.5127,-0.1685,5.997,12.4533
0.6,0,2.8395,-2.6087,1.4951,5.4692,54.7544,6.5681
0.6,0,2.9561,-2.5194,1.5798,2.3292,28.4829,6.6596
0.6,0,3.2001,-2.5874,1.5501,0.885,15.4734,6.8416
0.6,0,3.4064,-2.5256,1.5631,0.6182,12.7133,6.9636
0.6,0,3.548,-2.5205,1.5822,0.3184,9.9037,6.9294
0.6,0,3.7949,-2.6529,1.5053,0.162,7.9825,7.0882
0.6,0,4.0678,-2.5879,1.5681,0.0697,6.7541,7.1309
0.6,0,4.1937,-2.6342,1.519,-0.0212,5.5068,7.2443
0.6,0,4.3465,-2.6194,1.5332,-0.0203,5.3919,7.3394
0.6,0,4.6444,-2.6118,1.545,-0.0806,4.2012,7.4896
0.6,0,4.7529,-2.6143,1.594,-0.096,4.0075,7.5064
0.6,0,5.0291,-2.6229,1.5152,-0.1109,3.3638,7.6697
0.6,0,5.1533,-2.6217,1.5199,-0.1342,3.0794,7.6364
0.6,0,5.3726,-2.609,1.5402,-0.1324,2.7987,7.8472
0.6,0,5.5754,-2.6509,1.4936,-0.1456,2.4279,7.9581
0.6,0,5.7395,-2.6183,1.5379,-0.1415,2.3141,8.0485
0.6,0,5.9688,-2.6625,1.5622,-0.1438,2.0838,8.2313
0.6,0,-2.009,-2.3103,1.5839,-0.2753,1.6168,20.9778
0.6,0,-1.8571,-2.3337,1.5641,-0.2807,1.7325,20.3039
0.6,0,-1.4539,-2.3454,1.5752,-0.2965,2.0939,18.3606
0.6,0,-1.0041,-2.3202,1.6162,-0.2961,2.8173,16.3952
0.6,0,-0.8668,-2.4262,1.5303,-0.296,3.1441,15.5741
0.6,0,-0.4716,-2.3682,1.5256,-0.2272,4.9684,13.4748
0.6,0,-0.1911,-2.4717,1.4935,-0.0954,7.0775,12.0866
0.6,0,3.035,-2.4007,1.4936,3.5543,37.6429,6.3309
0.6,0,3.1663,-2.3278,1.5949,1.8209,23.4278,6.5391
0.6,0,3.3662,-2.4402,1.4852,0.8488,14.8345,6.5515
0.6,0,3.5369,-2.3477,1.5472,0.6289,12.6502,6.6243
0.6,0,3.7686,-2.4026,1.5105,0.3148,9.5974,6.7029
0.6,0,3.9611,-2.3956,1.5501,0.1766,7.8503,6.8835
0.6,0,4.2072,-2.4221,1.5582,0.0365,6.1982,6.9484
0.6,0,4.368,-2.4306,1.4778,-0.0316,5.2889,6.9051
0.6,0,4.5344,-2.4053,1.4876,-0.0581,4.7163,7.0073
0.6,0,4.7614,-2.4287,1.5323,-0.0797,4.1297,7.2656
0.6,0,4.9603,-2.4178,1.4783,-0.1208,3.4465,7.2261
0.6,0,5.1816,-2.4157,1.5331,-0.1112,3.2674,7.5449
0.6,0,5.3686,-2.4314,1.5042,-0.1319,2.7697,7.5784
0.6,0,5.5483,-2.4083,1.5374,-0.134,2.5254,7.7232
0.6,0,5.7874,-2.429,1.525,-0.13,2.2774,7.9434
0.6,0,5.956,-2.392,1.5648,-0.1354,2.0851,8.0173
0.6,0,-1.6146,-2.1788,1.5705,-0.2917,1.9022,19.3371
0.6,0,-1.4128,-2.14,1.6167,-0.2949,2.1789,18.3513
0.6,0,-1.0237,-2.1523,1.5799,-0.3016,2.7805,16.503
