v0, k0, x, y, yaw, km, kf, sf
0.8,-0.4,4.8038,2.0694,-0.8146,0.4123,-3.0475,6.107
0.8,-0.4,4.937,2.0762,-0.7652,0.4091,-2.7347,6.2671
0.8,-0.4,5.1994,1.9915,-0.8374,0.398,-2.4629,6.4851
0.8,-0.4,5.3852,2.0039,-0.8035,0.3949,-2.2291,6.6634
0.8,-0.4,5.5659,2.0061,-0.8662,0.39,-2.1085,6.879
0.8,-0.4,5.8034,1.9453,-0.8414,0.3788,-1.947,7.0755
0.8,-0.4,6.0204,1.9561,-0.8541,0.3801,-1.5766,7.1413
0.8,-0.4,-0.118,2.2382,-0.8216,0.29,-12.632,10.9951
0.8,-0.4,0.2597,2.276,-0.7782,0.4689,-7.1397,11.6607
0.8,-0.4,0.3699,2.2442,-0.7486,0.4703,-6.1512,12.1001
0.8,-0.4,0.5585,2.2469,-0.7266,0.5196,-4.2408,13.2306
0.8,-0.4,3.3968,2.2752,-0.7198,-0.6216,-17.1665,5.0913
0.8,-0.4,3.5615,2.2017,-0.8124,-0.1643,-11.6383,5.2308
0.8,-0.4,3.8308,2.1524,-0.8581,0.1148,-8.4115,5.4529
0.8,-0.4,3.9229,2.2064,-0.8072,0.2669,-6.5138,5.5577
0.8,-0.4,4.1758,2.1575,-0.803,0.3644,-5.0773,5.5828
0.8,-0.4,4.3908,2.1499,-0.8549,0.3892,-4.2862,5.9002
0.8,-0.4,4.5432,2.2031,-0.8294,0.4037,-3.7148,6.0956
0.8,-0.4,4.8418,2.1516,-0.8527,0.3979,-3.2952,6.3512
0.8,-0.4,4.9252,2.2029,-0.8093,0.4106,-2.9319,6.4491
0.8,-0.4,5.1688,2.1996,-0.8275,0.4072,-2.603,6.6519
0.8,-0.4,5.377,2.2123,-0.7791,0.4064,-2.2461,6.8118
0.8,-0.4,5.5741,2.1663,-0.8695,0.4018,-2.1055,7.0338
0.8,-0.4,5.7921,2.1557,-0.8242,0.3947,-1.9289,7.1251
0.8,-0.4,6.0064,2.1808,-0.8279,0.384,-1.8166,7.4419
0.8,-0.4,-0.1681,2.3908,-0.7931,0.2489,-13.6702,10.7164
0.8,-0.4,0.2566,2.4609,-0.7891,0.4224,-8.0491,11.3396
0.8,-0.4,0.3976,2.4694,-0.791,0.4494,-6.6344,11.7182
0.8,-0.4,0.5695,2.4482,-0.7078,0.5216,-4.2905,12.8732
0.8,-0.4,3.3718,2.4871,-0.7848,-0.4552,-15.2575,5.3048
0.8,-0.4,3.5227,2.373,-0.7969,0.0145,-10.2351,5.244
0.8,-0.4,3.7491,2.4671,-0.7278,0.2341,-7.2924,5.6713
0.8,-0.4,3.9321,2.4576,-0.81,0.3057,-6.2548,5.84
0.8,-0.4,4.181,2.4054,-0.7611,0.4151,-4.2447,5.9295
0.8,-0.4,4.3426,2.4549,-0.7312,0.4131,-3.9061,6.1121
0.8,-0.4,4.5444,2.4419,-0.8044,0.4045,-3.8185,6.3719
0.8,-0.4,4.7242,2.3676,-0.742,0.4174,-3.2091,6.4261
0.8,-0.4,4.9799,2.3647,-0.8273,0.411,-2.972,6.6874
0.8,-0.4,5.1617,2.426,-0.8356,0.4177,-2.5137,6.8423
0.8,-0.4,5.434,2.3311,-0.766,0.3995,-2.1832,6.9705
0.8,-0.4,5.5413,2.4583,-0.7734,0.4092,-2.134,7.211
0.8,-0.4,5.811,2.397,-0.8134,0.3965,-1.9931,7.4471
0.8,-0.4,5.9841,2.4184,-0.7794,0.39,-1.7926,7.6051
0.8,-0.4,-0.1522,2.5635,-0.8057,0.1873,-14.911,10.4095
0.8,-0.4,0.2309,2.6278,-0.772,0.4086,-8.7077,10.9606
0.8,-0.4,0.4359,2.5729,-0.8521,0.4365,-7.125,11.3807
0.8,-0.4,0.5468,2.622,-0.8143,0.4594,-5.8562,11.8638
0.8,-0.4,3.2894,2.6273,-0.7501,-0.6462,-18.0478,5.4437
0.8,-0.4,3.3761,2.5937,-0.8511,-0.453,-15.4365,5.5999
0.8,-0.4,3.5705,2.5094,-0.8047,0.0446,-9.7798,5.6534
0.8,-0.4,3.8193,2.5972,-0.8517,0.2407,-7.3189,5.9793
0.8,-0.4,3.9161,2.6159,-0.7813,0.3177,-6.1352,6.0663
0.8,-0.4,4.1165,2.6172,-0.7813,0.3758,-5.0459,6.226
0.8,-0.4,4.3593,2.6131,-0.8204,0.4059,-4.3121,6.4003
0.8,-0.4,4.5658,2.5985,-0.831,0.4173,-3.7576,6.5663
0.8,-0.4,4.7851,2.5153,-0.8287,0.4243,-3.2396,6.661
0.8,-0.4,4.9938,2.61,-0.7862,0.426,-2.8503,6.8997
0.8,-0.4,5.1428,2.6715,-0.7464,0.4247,-2.5953,7.0895
0.8,-0.4,5.3699,2.6251,-0.821,0.4194,-2.4196,7.2614
0.8,-0.4,5.5614,2.6077,-0.8254,0.4115,-2.2386,7.4501
0.8,-0.4,5.8098,2.6146,-0.8203,0.408,-1.9998,7.6269
0.8,-0.4,5.9366,2.6074,-0.8561,0.3998,-1.9663,7.8333
0.8,-0.4,-0.1766,2.7739,-0.7634,0.1015,-16.1135,10.1804
0.8,-0.4,0.179,2.7924,-0.7653,0.3852,-9.7041,10.5624
0.8,-0.4,0.5287,2.7428,-0.8049,0.4605,-6.2574,11.4125
0.8,-0.4,0.8095,2.7625,-0.7843,0.5189,-3.7571,13.1768
0.8,-0.4,3.1579,2.8682,-0.7404,-0.9479,-21.8985,5.7096
0.8,-0.4,3.3732,2.8165,-0.8271,-0.0948,-11.8636,5.9341
0.8,-0.4,3.6407,2.7093,-0.7812,0.2546,-7.3401,5.8555
0.8,-0.4,3.7662,2.848,-0.7366,0.3213,-6.3854,6.1871
0.8,-0.4,3.927,2.8489,-0.7661,0.3753,-5.4951,6.3433
0.8,-0.4,4.1253,2.8306,-0.795,0.4012,-4.791,6.4947
0.8,-0.4,4.3499,2.858,-0.762,0.4219,-4.0764,6.6836
0.8,-0.4,4.5376,2.8519,-0.7809,0.4312,-3.6159,6.819
0.8,-0.4,4.7986,2.7567,-0.8346,0.4209,-3.3533,7.0086
0.8,-0.4,4.9974,2.7417,-0.8449,0.4244,-2.9909,7.1429
0.8,-0.4,5.1495,2.7816,-0.8285,0.424,-2.718,7.3185
0.8,-0.4,5.3472,2.8617,-0.7342,0.4243,-2.3689,7.5054
0.8,-0.4,5.5689,2.8324,-0.799,0.4184,-2.1749,7.6636
0.8,-0.4,5.7888,2.7709,-0.8187,0.4065,-2.1062,7.8914
0.8,-0.4,6.0134,2.7499,-0.8605,0.4013,-1.9504,8.0802
0.8,-0.4,-0.2027,3.0437,-0.7494,-0.1806,-20.1147,9.7411
0.8,-0.4,0.2759,3.0016,-0.8342,0.2695,-11.6066,10.2195
0.8,-0.4,0.3983,2.9832,-0.7909,0.4265,-8.3465,10.5496
0.8,-0.4,0.8278,3.0392,-0.802,0.4935,-4.8013,11.9505
0.8,-0.4,3.0678,3.0236,-0.82,-1.096,-24.3181,5.951
0.8,-0.4,3.1232,2.9892,-0.8323,-0.4182,-15.7693,6.05
0.8,-0.4,3.336,2.924,-0.7789,0.0604,-9.9193,6.264
0.8,-0.4,3.5465,2.9831,-0.8472,0.2103,-8.0982,6.4277
0.8,-0.4,3.8386,3.0504,-0.8518,0.3528,-5.9838,6.677
0.8,-0.4,3.9232,3.0367,-0.7864,0.3982,-5.1921,6.6453
0.8,-0.4,4.1312,3.0358,-0.748,0.4183,-4.4695,6.7904
0.8,-0.4,4.3686,3.0494,-0.8343,0.4364,-3.979,6.9673
0.8,-0.4,4.5249,3.0408,-0.822,0.4341,-3.6612,7.1257
0.8,-0.4,4.7873,2.9787,-0.799,0.4308,-3.2481,7.2636
0.8,-0.4,4.9736,2.9608,-0.8239,0.4419,-2.787,7.2346
0.8,-0.4,5.1239,3.0434,-0.7669,0.4345,-2.6199,7.565
0.8,-0.4,5.3661,3.0583,-0.835,0.428,-2.3576,7.7407
0.8,-0.4,5.5311,3.0396,-0.8047,0.4226,-2.2685,7.9473
0.8,-0.4,5.7461,2.9165,-0.7755,0.4183,-2.0006,7.9524
0.8,-0.4,6.0071,2.9562,-0.8535,0.4037,-1.989,8.3613
0.8,-0.4,0.2319,3.1756,-0.8012,0.2238,-13.6732,9.6325
0.8,-0.4,0.4202,3.1428,-0.8442,0.2836,-11.05,10.0577
0.8,-0.4,0.8273,3.1668,-0.8124,0.4562,-5.9811,11.049
0.8,-0.4,2.974,3.1346,-0.8321,-0.8921,-22.1101,6.1167
0.8,-0.4,3.2195,3.1242,-0.8042,0.0777,-10.4284,6.4232
0.8,-0.4,3.3298,3.1892,-0.7648,0.2341,-8.1694,6.5599
0.8,-0.4,3.5793,3.1527,-0.8382,0.3173,-6.7403,6.7365
0.8,-0.4,3.7711,3.1853,-0.7892,0.4101,-5.4176,6.7275
0.8,-0.4,3.959,3.1669,-0.8335,0.4017,-5.0505,6.9856
0.8,-0.4,4.102,3.2191,-0.7786,0.431,-4.3924,7.0705
0.8,-0.4,4.3369,3.2175,-0.7843,0.4555,-3.7167,7.1707
0.8,-0.4,4.5342,3.2511,-0.7662,0.4498,-3.3898,7.3694
0.8,-0.4,4.809,3.1662,-0.8193,0.4376,-3.1569,7.5603
0.8,-0.4,4.962,3.1671,-0.8464,0.4441,-2.8476,7.6653
0.8,-0.4,5.1696,3.1839,-0.8265,0.4358,-2.627,7.8548
0.8,-0.4,5.3668,3.1773,-0.8276,0.433,-2.4157,7.9975
0.8,-0.4,5.5357,3.1971,-0.8193,0.426,-2.2434,8.1867
0.8,-0.4,5.7779,3.1663,-0.8097,0.4184,-2.0594,8.3567
0.8,-0.4,5.983,3.1541,-0.8541,0.4105,-1.9642,8.5909
0.8,-0.4,0.3324,3.3815,-0.7402,0.1738,-13.7294,9.4682
0.8,-0.4,0.5339,3.3942,-0.7261,0.3425,-10.215,9.6838
0.8,-0.4,0.8408,3.3313,-0.7696,0.4466,-6.5706,10.4708
0.8,-0.4,0.9444,3.3328,-0.778,0.4887,-5.2187,11.0066
0.8,-0.4,2.5654,3.48,-0.82,-1.383,-29.297,6.5955
0.8,-0.4,2.8152,3.4637,-0.8377,-0.0345,-12.5826,6.8327
0.8,-0.4,3.1525,3.3846,-0.7763,0.2497,-8.2872,6.8646
0.8,-0.4,3.3419,3.4502,-0.7222,0.353,-6.5198,7.0281
0.8,-0.4,3.5776,3.4059,-0.7534,0.3916,-5.6326,7.0124
0.8,-0.4,3.7623,3.4607,-0.7349,0.4232,-4.9559,7.2541
0.8,-0.4,3.9238,3.4401,-0.7546,0.4371,-4.5168,7.3144
0.8,-0.4,4.1811,3.3889,-0.8136,0.4393,-4.0776,7.4506
0.8,-0.4,4.4115,3.358,-0.8502,0.4375,-3.7932,7.5736
0.8,-0.4,4.6028,3.3397,-0.8411,0.4379,-3.4611,7.7378
0.8,-0.4,4.8341,3.4135,-0.8596,0.4412,-3.087,7.9879
0.8,-0.4,5.0103,3.3029,-0.7912,0.4391,-2.8,8.0505
0.8,-0.4,5.1733,3.3852,-0.8295,0.4353,-2.6295,8.2064
0.8,-0.4,5.3702,3.458,-0.8111,0.4374,-2.3366,8.3817
0.8,-0.4,5.59,3.4008,-0.8005,0.4278,-2.1142,8.4525
0.8,-0.4,5.7956,3.3588,-0.8251,0.4187,-2.093,8.6898
0.8,-0.4,5.9617,3.3976,-0.7922,0.4164,-1.9104,8.83
0.8,-0.4,0.8892,3.6336,-0.7533,0.2738,-11.0046,9.1973
0.8,-0.4,1.1857,3.5641,-0.8015,0.4573,-5.8091,10.5043
0.8,-0.4,2.4593,3.611,-0.7206,-0.2945,-16.1744,6.6613
0.8,-0.4,2.5106,3.6408,-0.771,0.016,-12.4761,7.0745
0.8,-0.4,2.7403,3.5677,-0.8222,0.1517,-10.2694,7.134
0.8,-0.4,3.0291,3.5268,-0.7921,0.276,-8.0801,7.1833
0.8,-0.4,3.2671,3.6072,-0.8244,0.3791,-6.259,7.4387
0.8,-0.4,3.3818,3.5906,-0.8602,0.3839,-5.9673,7.561
0.8,-0.4,3.5093,3.6132,-0.7899,0.406,-5.4254,7.5739
0.8,-0.4,3.8211,3.6021,-0.8199,0.4359,-4.6482,7.6435
0.8,-0.4,3.9252,3.6094,-0.829,0.4425,-4.3615,7.7252
0.8,-0.4,4.1198,3.6247,-0.7687,0.454,-3.8412,7.7997
0.8,-0.4,4.3789,3.5225,-0.7903,0.4526,-3.4639,7.9514
0.8,-0.4,4.559,3.5806,-0.8013,0.4644,-2.9926,7.9306
0.8,-0.4,4.8096,3.5442,-0.8327,0.4466,-2.9805,8.1999
0.8,-0.4,5.001,3.5439,-0.8466,0.4511,-2.62,8.2126
0.8,-0.4,5.1694,3.5908,-0.8217,0.4433,-2.498,8.4888
0.8,-0.4,5.3744,3.6058,-0.8506,0.4362,-2.3747,8.7123
0.8,-0.4,5.573,3.5916,-0.8202,0.4317,-2.1568,8.8083
0.8,-0.4,5.8125,3.5336,-0.8461,0.4211,-2.0629,9.0003
0.8,-0.4,5.9849,3.5588,-0.8247,0.42,-1.8192,9.0343
0.8,-0.4,1.8337,3.8648,-0.755,0.189,-11.3852,7.9673
0.8,-0.4,2.092,3.7874,-0.7598,-0.0816,-14.6093,7.3937
0.8,-0.4,2.1357,3.7911,-0.7449,0.0489,-13.0987,7.3481
0.8,-0.4,2.368,3.7302,-0.7991,0.1679,-10.804,7.4577
0.8,-0.4,2.604,3.745,-0.7619,0.2827,-8.1414,7.8732
0.8,-0.4,2.8566,3.8805,-0.7956,0.4013,-6.0518,8.1492
0.8,-0.4,2.9761,3.7961,-0.7205,0.4045,-6.0503,7.767
0.8,-0.4,3.1618,3.8043,-0.7365,0.4346,-5.32,7.9254
0.8,-0.4,3.3445,3.8491,-0.7139,0.4462,-4.9554,7.8737
0.8,-0.4,3.5882,3.7963,-0.7767,0.448,-4.6155,7.9465
0.8,-0.4,3.8148,3.736,-0.8361,0.4476,-4.4066,7.8832
0.8,-0.4,3.9696,3.8246,-0.8618,0.4506,-4.004,8.2756
0.8,-0.4,4.1974,3.79,-0.783,0.4803,-3.2678,8.0781
0.8,-0.4,4.4084,3.7355,-0.8209,0.4582,-3.3217,8.2701
0.8,-0.4,4.6022,3.748,-0.8303,0.4578,-3.0197,8.3234
0.8,-0.4,4.7633,3.7949,-0.773,0.4578,-2.7635,8.5362
0.8,-0.4,4.9564,3.7879,-0.7969,0.4514,-2.6105,8.6734
0.8,-0.4,5.1837,3.7635,-0.8217,0.4468,-2.3916,8.8216
0.8,-0.4,5.3754,3.7741,-0.8167,0.437,-2.3038,9.008
0.8,-0.4,5.5667,3.7718,-0.866,0.4278,-2.231,9.2473
0.8,-0.4,5.8229,3.7894,-0.8658,0.4257,-1.9955,9.3831
0.8,-0.4,5.9639,3.8243,-0.8505,0.4185,-1.9283,9.6079
0.8,-0.4,1.7322,3.9541,-0.7577,0.4819,-5.0782,9.9329
0.8,-0.4,2.0335,4.0258,-0.7602,0.4484,-5.5343,9.4192
0.8,-0.4,2.2436,4.0743,-0.7294,0.4459,-5.5365,9.088
0.8,-0.4,2.3969,4.0836,-0.8224,0.4625,-5.1759,9.0731
0.8,-0.4,2.5912,4.0184,-0.7489,0.4138,-5.862,8.5405
0.8,-0.4,2.8124,4.0738,-0.7738,0.4668,-5.0298,8.463
0.8,-0.4,2.9304,4.0568,-0.7814,0.4447,-5.0716,8.6101
0.8,-0.4,3.1278,4.0149,-0.7618,0.4521,-4.8408,8.428
0.8,-0.4,3.3912,4.0715,-0.8417,0.4606,-4.3443,8.688
0.8,-0.4,3.5535,4.0285,-0.7444,0.4706,-4.0764,8.4242
0.8,-0.4,3.7958,3.935,-0.8143,0.4742,-3.7901,8.4677
0.8,-0.4,3.9704,3.988,-0.8353,0.4669,-3.6199,8.5975
0.8,-0.4,4.1828,3.9788,-0.8126,0.4645,-3.3167,8.6529
0.8,-0.4,4.3853,3.9755,-0.7757,0.4681,-3.0467,8.6052
0.8,-0.4,4.5631,3.9688,-0.7387,0.4688,-2.7778,8.7456
0.8,-0.4,4.828,3.936,-0.8488,0.4485,-2.7694,9.0202
0.8,-0.4,5.0249,3.9501,-0.8533,0.4486,-2.5219,9.1303
0.8,-0.4,5.2175,3.9475,-0.8295,0.4421,-2.3761,9.2506
0.8,-0.4,5.4226,3.9614,-0.8223,0.4414,-2.1244,9.299
0.8,-0.4,5.5498,3.9695,-0.8029,0.4332,-2.085,9.5075
0.8,-0.4,5.8257,3.9711,-0.8514,0.4238,-1.9788,9.7835
0.8,-0.4,6.0102,3.9171,-0.8271,0.4203,-1.8341,9.7818
0.8,-0.4,-2.0108,-3.9975,-0.0099,-0.2883,3.3126,9.7571
0.8,-0.4,-1.8841,-3.9983,0.0429,-0.2814,3.5144,9.6065
0.8,-0.4,-1.5591,-3.9973,-0.0341,-0.2896,4.03,8.8703
0.8,-0.4,-1.4902,-4.0003,0.01,-0.2713,4.4229,8.6439
0.8,-0.4,-1.1116,-4.0371,0.0062,-0.2614,4.749,8.2433
0.8,-0.4,-1.0186,-3.9992,-0.0095,-0.227,5.6721,7.9779
0.8,-0.4,-0.8813,-4.0054,0.0463,-0.2066,6.2021,7.8305
0.8,-0.4,-0.4044,-4.0731,0.0296,0.1571,11.5134,6.9989
0.8,-0.4,0.844,-4.0134,-0.0563,-0.0937,8.952,5.7654
0.8,-0.4,1.0206,-3.9932,0.0118,-0.1105,7.9105,5.74
0.8,-0.4,1.1451,-3.9769,0.057,-0.1273,6.8689,5.7146
0.8,-0.4,1.428,-3.9988,-0.0445,-0.2617,4.5735,5.6143
0.8,-0.4,1.5129,-3.9957,-0.0248,-0.2728,4.2545,5.5854
0.8,-0.4,1.8921,-4.0021,0.0153,-0.2978,3.3071,5.5378
0.8,-0.4,2.0069,-4.0007,0.0224,-0.3005,2.9498,5.5231
0.8,-0.4,2.1089,-4.0005,0.0239,-0.2972,2.727,5.5312
0.8,-0.4,2.4615,-4.0004,-0.0041,-0.2792,2.1174,5.5691
0.8,-0.4,2.5047,-3.9999,-0.0112,-0.2717,1.9673,5.5867
0.8,-0.4,2.8933,-4.0008,-0.0145,-0.2462,1.5126,5.6377
0.8,-0.4,2.9609,-3.9976,-0.0387,-0.2341,1.4148,5.676
0.8,-0.4,3.1093,-3.9988,0.013,-0.2212,1.3223,5.7202
0.8,-0.4,3.489,-3.9995,0.0438,-0.1891,1.0932,5.8375
0.8,-0.4,3.5287,-3.9991,0.0146,-0.177,1.0404,5.8955
0.8,-0.4,3.8956,-3.997,-0.021,-0.1448,0.8726,6.0456
0.8,-0.4,4.0077,-3.9992,0.0189,-0.1342,0.8438,6.1152
0.8,-0.4,4.1228,-3.9982,0.0546,-0.1236,0.8149,6.1849
0.8,-0.4,4.4252,-3.9968,-0.0084,-0.0961,0.7155,6.3778
0.8,-0.4,4.534,-3.9967,0.0186,-0.0842,0.6923,6.4818
0.8,-0.4,4.8993,-3.9984,0.0001,-0.0629,0.587,6.6461
0.8,-0.4,5.0058,-4,0.0114,-0.0535,0.5652,6.7454
0.8,-0.4,5.1098,-3.9984,0.0298,-0.0451,0.5454,6.8331
0.8,-0.4,5.455,-3.999,-0.0043,-0.022,0.4691,7.0941
0.8,-0.4,5.5477,-3.9993,0.0195,-0.0165,0.4461,7.1567
0.8,-0.4,5.87,-3.999,-0.0033,0.0032,0.388,7.426
0.8,-0.4,5.9728,-3.999,-0.007,0.0095,0.3611,7.5152
0.8,-0.4,-1.9686,-3.8835,0.0323,-0.2846,3.5246,9.7136
0.8,-0.4,-1.8031,-3.8547,0.0594,-0.2702,3.9752,9.4179
0.8,-0.4,-1.5776,-3.8807,-0.0211,-0.2795,4.3524,8.8249
0.8,-0.4,-1.4381,-3.8157,-0.028,-0.2416,5.2599,8.441
0.8,-0.4,-1.158,-3.8586,-0.0195,-0.2188,6.2388,8.0839
0.8,-0.4,-0.9769,-3.895,0.0071,-0.2064,7.1896,7.772
0.8,-0.4,1.1297,-3.862,-0.0314,0.0943,11.2206,5.4122
0.8,-0.4,1.3768,-3.8773,-0.051,-0.2264,5.4356,5.4218
0.8,-0.4,1.5297,-3.8372,-0.0529,-0.2531,4.7966,5.3497
0.8,-0.4,1.812,-3.8535,-0.0476,-0.3156,3.6091,5.2508
0.8,-0.4,1.9945,-3.8865,-0.0003,-0.3011,3.3045,5.2808
0.8,-0.4,2.1432,-3.7803,-0.0438,-0.3274,2.5841,5.0867
0.8,-0.4,2.4112,-3.8824,-0.0288,-0.2926,2.1925,5.3702
0.8,-0.4,2.5333,-3.8633,-0.0278,-0.2749,2.0201,5.4144
0.8,-0.4,2.7796,-3.8434,-0.0813,-0.264,1.5916,5.3837
0.8,-0.4,3.0022,-3.883,0.0031,-0.2418,1.4231,5.5024
0.8,-0.4,3.144,-3.7869,-0.0505,-0.2153,1.2188,5.4601
0.8,-0.4,3.4387,-3.8803,0.003,-0.1963,1.0841,5.6562
0.8,-0.4,3.5744,-3.8875,0.0269,-0.1772,0.9917,5.6901
0.8,-0.4,3.827,-3.8747,-0.0522,-0.1519,0.8664,5.8569
0.8,-0.4,3.9841,-3.8466,-0.0092,-0.1381,0.8172,5.8989
0.8,-0.4,4.1407,-3.8343,-0.0194,-0.1175,0.7767,6.0564
0.8,-0.4,4.4427,-3.8797,0.0081,-0.0967,0.7009,6.2316
0.8,-0.4,4.5612,-3.881,0.0105,-0.0835,0.6692,6.3453
0.8,-0.4,4.8249,-3.8774,-0.0375,-0.0648,0.5772,6.4837
0.8,-0.4,4.9712,-3.8369,-0.0166,-0.0511,0.5489,6.5965
0.8,-0.4,5.1679,-3.8438,0.0144,-0.0371,0.5055,6.7236
0.8,-0.4,5.4518,-3.8831,0.0104,-0.0187,0.4658,7.0024
0.8,-0.4,5.5608,-3.8806,0.0054,-0.011,0.4334,7.0904
0.8,-0.4,5.8239,-3.8104,0.0067,0.0046,0.3808,7.2485
0.8,-0.4,5.9948,-3.8471,0.0005,0.0155,0.3471,7.4187
0.8,-0.4,-2.0208,-3.5223,-0.02,-0.2787,3.9989,9.5971
0.8,-0.4,-1.8685,-3.5491,0.0266,-0.2592,4.4189,9.3672
0.8,-0.4,-1.5883,-3.6106,-0.0046,-0.2498,5.0164,8.8121
0.8,-0.4,-1.4554,-3.542,0.0034,-0.2209,6.4985,8.4047
0.8,-0.4,1.646,-3.6041,-0.0511,-0.203,5.8973,5.0402
0.8,-0.4,1.8733,-3.5634,0.0001,-0.2401,4.7955,5.0273
0.8,-0.4,2.021,-3.5411,0.0201,-0.2597,4.0515,5.091
0.8,-0.4,2.1227,-3.5489,-0.003,-0.283,3.42,5.0577
0.8,-0.4,2.4682,-3.5496,0.0268,-0.2901,2.5849,5.1135
0.8,-0.4,2.5508,-3.5266,0.0362,-0.2842,2.2692,5.0914
0.8,-0.4,2.8388,-3.6016,0.0381,-0.2667,1.7494,5.1844
0.8,-0.4,3.0421,-3.526,0.0518,-0.2408,1.5427,5.2353
0.8,-0.4,3.1687,-3.5853,0.0047,-0.2221,1.2656,5.3334
0.8,-0.4,3.4541,-3.5365,0.0015,-0.1891,1.121,5.43
0.8,-0.4,3.5725,-3.5371,0.043,-0.1759,1.0606,5.4931
0.8,-0.4,3.8699,-3.5566,-0.0086,-0.144,0.887,5.6644
0.8,-0.4,4.0207,-3.5249,0.0315,-0.1309,0.8273,5.7187
0.8,-0.4,4.1196,-3.5566,0.0012,-0.1177,0.7688,5.8133
0.8,-0.4,4.3943,-3.5433,-0.0417,-0.0904,0.6785,5.9972
0.8,-0.4,4.5759,-3.562,0.0161,-0.0768,0.649,6.1322
0.8,-0.4,4.8871,-3.5742,0.0317,-0.0554,0.5913,6.3454
0.8,-0.4,5.0396,-3.5245,0.0351,-0.042,0.5363,6.4306
0.8,-0.4,5.1284,-3.5459,0.0263,-0.0347,0.5045,6.5065
0.8,-0.4,5.4646,-3.5244,0.0009,-0.0097,0.4331,6.7966
0.8,-0.4,5.5546,-3.5247,0.0213,-0.0042,0.4094,6.8637
0.8,-0.4,5.8052,-3.593,-0.0017,0.0097,0.36,7.0986
0.8,-0.4,6.0379,-3.5243,0.0202,0.0218,0.3213,7.2323
0.8,-0.4,-2.0091,-3.473,-0.0086,-0.2734,4.1783,9.578
0.8,-0.4,-1.8276,-3.4406,0.0643,-0.2513,4.6789,9.3354
0.8,-0.4,-1.5237,-3.4531,0.0232,-0.2068,6.4271,8.69
0.8,-0.4,-1.4516,-3.4655,-0.0243,-0.1706,10.7391,8.1026
0.8,-0.4,1.83,-3.4709,-0.0453,-0.2471,5.0469,4.8148
0.8,-0.4,2.0196,-3.4754,0.0217,-0.2677,4.3251,4.8582
0.8,-0.4,2.1231,-3.4225,-0.0147,-0.2796,3.719,4.8665
0.8,-0.4,2.4258,-3.4368,-0.0067,-0.2904,2.6994,4.9278
0.8,-0.4,2.5511,-3.4624,0.0232,-0.2808,2.391,4.9985
0.8,-0.4,2.8091,-3.4065,-0.0031,-0.2646,1.8368,5.0109
0.8,-0.4,3.0129,-3.4754,0.0228,-0.2394,1.5792,5.1507
0.8,-0.4,3.1202,-3.4417,0.0063,-0.2248,1.3927,5.1787
0.8,-0.4,3.4507,-3.4489,0.0077,-0.2002,1.1117,5.2185
0.8,-0.4,3.5421,-3.4749,0.0276,-0.1786,1.043,5.3779
0.8,-0.4,3.8195,-3.3967,0.012,-0.1495,0.957,5.4484
0.8,-0.4,3.9829,-3.4735,-0.0061,-0.1279,0.8276,5.6484
0.8,-0.4,4.1362,-3.4379,0.0203,-0.1134,0.7692,5.7145
0.8,-0.4,4.4554,-3.4741,-0.0058,-0.0861,0.6732,5.9344
0.8,-0.4,4.55,-3.4746,0.0317,-0.0782,0.6409,5.9933
0.8,-0.4,4.8382,-3.4176,0.0023,-0.0558,0.5613,6.1337
0.8,-0.4,4.9953,-3.4738,0.0054,-0.0383,0.529,6.3712
0.8,-0.4,5.1292,-3.4377,0.0106,-0.0279,0.4867,6.4515
0.8,-0.4,5.4358,-3.437,0.0024,-0.0097,0.4193,6.6578
0.8,-0.4,5.5875,-3.4739,0.0381,-0.0005,0.4003,6.8089
0.8,-0.4,5.8459,-3.3967,0.0202,0.0161,0.3571,6.941
0.8,-0.4,5.9884,-3.4737,0.0004,0.0254,0.3113,7.1816
0.8,-0.4,-1.9755,-3.1126,0.0303,-0.2603,4.7068,9.5169
0.8,-0.4,-1.8763,-3.2185,-0.0503,-0.2609,5.2668,8.9452
0.8,-0.4,-1.6271,-3.2731,-0.0433,-0.1848,9.2089,8.4594
0.8,-0.4,-0.7916,-3.1385,0.0384,-0.2706,-0.8465,12.5033
0.8,-0.4,-0.527,-3.2264,-0.0578,-0.2773,-0.9019,12.2916
0.8,-0.4,-0.342,-3.1652,-0.0062,-0.2864,-0.9409,11.9441
0.8,-0.4,-0.2183,-3.1539,0.0499,-0.2938,-0.981,11.5651
0.8,-0.4,0.2415,-3.1261,0.0151,-0.3114,-1.1503,11.1393
0.8,-0.4,1.7825,-3.2107,-0.0954,-0.02,9.2144,4.4769
0.8,-0.4,2.0131,-3.1063,0.0023,-0.1374,6.3743,4.433
0.8,-0.4,2.2277,-3.1738,0.0292,-0.2599,4.0965,4.6384
0.8,-0.4,2.4084,-3.1531,-0.0083,-0.2972,2.9972,4.6384
0.8,-0.4,2.5937,-3.1612,0.0128,-0.2957,2.2898,4.6927
0.8,-0.4,2.8435,-3.1556,0.002,-0.2663,1.9075,4.8008
0.8,-0.4,3.0054,-3.1626,0.0099,-0.2414,1.6058,4.88
0.8,-0.4,3.1835,-3.1545,0.0195,-0.2192,1.3685,4.9575
0.8,-0.4,3.4252,-3.1172,-0.0094,-0.1921,1.1011,5.0243
0.8,-0.4,3.5554,-3.1185,0.0008,-0.175,0.9899,5.0948
0.8,-0.4,3.8022,-3.1427,-0.044,-0.1471,0.8587,5.2627
